Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B152KBANNNC.pdf	1276-1794-1-ND	CL21B152KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.425000e-009	1.500000e-009	1.575000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C152JBFNNNE.pdf	1276-2988-1-ND	CL21C152JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B152KCANNNC.pdf	1276-2459-1-ND	CL21B152KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	1.425000e-009	1.500000e-009	1.575000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B152JBANNNC.pdf	1276-2458-1-ND	CL21B152JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.28000	~									
C	1.710000e-009	1.800000e-009	1.890000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C182JBF1PNE.pdf	1276-2989-1-ND	CL21C182JBF1PNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	1.620000e-009	1.800000e-009	1.980000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B182KBANNNC.pdf	1276-2465-1-ND	CL21B182KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.15000	~									
C	1.710000e-009	1.800000e-009	1.890000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C182JBFNNNE.pdf	1276-2990-1-ND	CL21C182JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	1.800000e-009	2.000000e-009	2.200000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B202KBANNNC.pdf	1276-2471-1-ND	CL21B202KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KBANNNC.pdf	1276-1171-1-ND	CL21B222KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222JCFNNNE.pdf	1276-2995-1-ND	CL21C222JCFNNNE	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.18000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KDCNFNC.pdf	1276-2484-1-ND	CL21B222KDCNFNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	2.156000e-009	2.200000e-009	2.244000e-009	-2.000000e-002	2.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222GBFNNNE.pdf	1276-2991-1-ND	CL21C222GBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±2%	-55°C ~ 125°C	0.20000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222JEFNNNE.pdf	1276-2996-1-ND	CL21C222JEFNNNE	Samsung Electro-Mechanics America, Inc	nan	250V	±5%	-55°C ~ 125°C	0.33000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KBCNNNC.pdf	1276-1825-1-ND	CL21B222KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KBANCNC.pdf	1276-2480-1-ND	CL21B222KBANCNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KBANFNC.pdf	1276-2481-1-ND	CL21B222KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222JBFNNWE.pdf	1276-2994-1-ND	CL21C222JBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.17000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222JBFNFNE.pdf	1276-2992-1-ND	CL21C222JBFNFNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.17000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C222JBFNNNE.pdf	1276-2993-1-ND	CL21C222JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.17000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KCANNNC.pdf	1276-2483-1-ND	CL21B222KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KDCNNWC.pdf	1276-2486-1-ND	CL21B222KDCNNWC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KCANFNC.pdf	1276-2482-1-ND	CL21B222KCANFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.21000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222KDCNNNC.pdf	1276-2485-1-ND	CL21B222KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B222JBANNNC.pdf	1276-2478-1-ND	CL21B222JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	2.430000e-009	2.700000e-009	2.970000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B272KBANNNC.pdf	1276-2495-1-ND	CL21B272KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B332KBANNNC.pdf	1276-1260-1-ND	CL21B332KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C332JBFNNNE.pdf	1276-2998-1-ND	CL21C332JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C332JBFNNWE.pdf	1276-2999-1-ND	CL21C332JBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C332JAC1PNC.pdf	1276-2647-1-ND	CL21C332JAC1PNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.22000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B332KBANFNC.pdf	1276-2503-1-ND	CL21B332KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B332KBANNWC.pdf	1276-2504-1-ND	CL21B332KBANNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C332JAFNNNE.pdf	1276-2997-1-ND	CL21C332JAFNNNE	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.19000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B332JBANNNC.pdf	1276-2501-1-ND	CL21B332JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.30000	~									
C	3.705000e-009	3.900000e-009	4.095000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C392JAANNNC.pdf	1276-2654-1-ND	CL21C392JAANNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.24000	~									
C	3.705000e-009	3.900000e-009	4.095000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C392JBFNNNE.pdf	1276-3000-1-ND	CL21C392JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.24000	~									
C	3.510000e-009	3.900000e-009	4.290000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B392KBANFNC.pdf	1276-2511-1-ND	CL21B392KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	3.510000e-009	3.900000e-009	4.290000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B392KBANNNC.pdf	1276-2512-1-ND	CL21B392KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KBANNNC.pdf	1276-1155-1-ND	CL21B472KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C472JAFNNNE.pdf	1276-3001-1-ND	CL21C472JAFNNNE	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	0.27000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C472JBFNNNE.pdf	1276-3004-1-ND	CL21C472JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.27000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C472JBFNNWE.pdf	1276-3005-1-ND	CL21C472JBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.30000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C472JBFNFNE.pdf	1276-3003-1-ND	CL21C472JBFNFNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.30000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KBANNWC.pdf	1276-2522-1-ND	CL21B472KBANNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KB65PNC.pdf	1276-2520-1-ND	CL21B472KB65PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.13000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KCANNNC.pdf	1276-2524-1-ND	CL21B472KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.22000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KCANFNC.pdf	1276-2523-1-ND	CL21B472KCANFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.22000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KDCNNNC.pdf	1276-2525-1-ND	CL21B472KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.22000	~									
C	4.465000e-009	4.700000e-009	4.935000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472JBANNNC.pdf	1276-2519-1-ND	CL21B472JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.25000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B472KBANFNC.pdf	1276-2521-1-ND	CL21B472KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.320000e-009	5.600000e-009	5.880000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C562JBFNNNE.pdf	1276-3006-1-ND	CL21C562JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.26000	~									
C	5.040000e-009	5.600000e-009	6.160000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B562KBANNNC.pdf	1276-2535-1-ND	CL21B562KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	5.040000e-009	5.600000e-009	6.160000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B562KBANFNC.pdf	1276-2534-1-ND	CL21B562KBANFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.460000e-009	6.800000e-009	7.140000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C682JBFNNNE.pdf	1276-3007-1-ND	CL21C682JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.28000	~									
C	6.120000e-009	6.800000e-009	7.480000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B682KBANNNC.pdf	1276-1799-1-ND	CL21B682KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	6.120000e-009	6.800000e-009	7.480000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B682KCANNNC.pdf	1276-2540-1-ND	CL21B682KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.22000	~									
C	6.460000e-009	6.800000e-009	7.140000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B682JBANNNC.pdf	1276-2539-1-ND	CL21B682JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.25000	~									
C	7.790000e-009	8.200000e-009	8.610000e-009	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C822JBFNNNE.pdf	1276-3008-1-ND	CL21C822JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B822KBANNNC.pdf	1276-2546-1-ND	CL21B822KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B822KB6SFNC.pdf	1276-2545-1-ND	CL21B822KB6SFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KBANNNC.pdf	1276-1015-1-ND	CL21B103KBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KBCNNNC.pdf	1276-1078-1-ND	CL21B103KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103JBANNNC.pdf	1276-1245-1-ND	CL21B103JBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.11000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KCANNNC.pdf	1276-1249-1-ND	CL21B103KCANNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.15000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KDCNNNC.pdf	1276-1170-1-ND	CL21B103KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.21000	~									
C	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C103JBFNNNE.pdf	1276-2984-1-ND	CL21C103JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.29000	~									
C	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21C103JBFNFNE.pdf	1276-2983-1-ND	CL21C103JBFNFNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.35000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KAANFNC.pdf	1276-2433-1-ND	CL21B103KAANFNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KBANNWC.pdf	1276-2438-1-ND	CL21B103KBANNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	8.000000e-009	1.000000e-008	1.200000e-008	-2.000000e-001	2.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103MBANNNC.pdf	1276-2441-1-ND	CL21B103MBANNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±20%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KBCSFNC.pdf	1276-2439-1-ND	CL21B103KBCSFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KB6SFNC.pdf	1276-2436-1-ND	CL21B103KB6SFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KC65PNC.pdf	1276-2440-1-ND	CL21B103KC65PNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KB65PNC.pdf	1276-2435-1-ND	CL21B103KB65PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.11000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	0805 (2012 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL21B103KEFNNNE.pdf	1276-2921-1-ND	CL21B103KEFNNNE	Samsung Electro-Mechanics America, Inc	nan	250V	±10%	-55°C ~ 125°C	0.15000	~									
